Public Key	Player Name	Play Count	Finish Placements	Times Eliminated	Disconnects	Skin Usage	Color Usage	Follower Usage
45F4CFC203150F7978479749A9D4BC329788358980742AC59EDD14F1A8A5FC1E	Dranar	14	1:1|2:2|3:0|4:4|5:2|6:3|7:2|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	5	1	zeana:14	Mushroomy:14	None	
04D1AD8C7CCEEB0625D084D81BD357334EC1D5EDBB6208E3B71BDEF84F0BC27B	Snives	4	1:1|2:1|3:0|4:2|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	2	0	stocking:4	Gold:4	None	
16AAA1649AF4FE7339B6BDBABDBE5034AD8BC3D95778D9487D768D8F56BCBC6C	Duzzy123	35	1:0|2:0|3:0|4:3|5:4|6:2|7:4|8:5|9:5|10:4|11:2|12:2|13:4|14:0|15:0|16:0	11	0	mail:7|riderssonic:1|honey:26|sage:1	Pigeon:7|Sapphire:1|Scarlet:22|Fancy A:4|Slate:1	None	
97EAF30106B798FA00316F7B30494D93B365165EC8824F4CF29A152FB32817DD	Rei'd	14	1:1|2:0|3:2|4:4|5:3|6:0|7:0|8:2|9:1|10:1|11:0|12:0|13:0|14:0|15:0|16:0	3	0	sakura:14	Peach:14	None	
5410AD79C3DF9ED1B9FA307175222AFC55B90100AE5EE8A357E1FE6EF3CE160C	Arzedeu	12	1:0|2:0|3:0|4:0|5:5|6:2|7:4|8:0|9:0|10:1|11:0|12:0|13:0|14:0|15:0|16:0	3	2	arzedeu:4|latios:8	Navy:3|Blue:8|Ice A:1	None	
89D2708EA5218DF059F94BA87ADC29AFFF50B8B5765A5ABF1B00396CB9030E35	Rocket de nyoom	6	1:0|2:0|3:1|4:2|5:1|6:1|7:0|8:0|9:0|10:1|11:0|12:0|13:0|14:0|15:0|16:0	1	0	cream:6	White:6	None	
39FA4B431192C5B77B77C786FFDED5BFB650E98868E8408C0E0C39CB44E55242	Crunch	5	1:0|2:0|3:0|4:0|5:0|6:2|7:1|8:1|9:1|10:0|11:0|12:0|13:0|14:0|15:0|16:0	1	0	latios:1|mail:4	Nova:1|Ruby A:1|Marine A:1|Purple:2	None	
6CFAC9A45B4515753130E2319E976834DD79C5D37C0BAEB819095C9FAC2F7961	Titou	27	1:1|2:3|3:1|4:6|5:4|6:7|7:2|8:2|9:1|10:0|11:0|12:0|13:0|14:0|15:0|16:0	4	0	skip:8|blakethetamaraw:19	Aquamarine:19|Tangerine:8	None	
A3E2869EFA5B618437705E4EC551E1582F606460FE3F2D553A33ECC624352F60	IvanTheHuman	2	1:0|2:0|3:0|4:1|5:1|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	1	gatti:2	Fever:2	None	
9EEA90211251A9DF7D52693F7010684CE9092F8C88F71002F11E1BC8C58AFA7F	The_Matches	6	1:0|2:0|3:0|4:0|5:0|6:0|7:1|8:5|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	4	1	chao:6	Nova:6	None	
8E76E525D56E7F59EF7DF6B2DB2C7E8DE102FF4FAD702DE277A4905EC973D951	BluTheBunni	7	1:0|2:1|3:2|4:0|5:0|6:1|7:1|8:0|9:0|10:2|11:0|12:0|13:0|14:0|15:0|16:0	2	1	abby:1|latias:2|riderssonic:3|gemma:1	Pigeon:2|Sapphire:3|WildSun:2	None	
893B58A53309030A4706740EADE0040735161B35352A27FAAF1D6B767BD003DC	Dr. Pingas	63	1:12|2:16|3:10|4:6|5:5|6:6|7:3|8:3|9:1|10:1|11:0|12:0|13:0|14:0|15:0|16:0	2	0	aosthrobotnik:41|eggman:6|smwyoshi:16	Rose:7|Red:47|Goldenrod A:9	None	
02C49003D027D3E12CBAD3BEBFA98D6D553504ABA8AD3A5BCBB4BD9D902C39A1	MildMole	3	1:0|2:0|3:0|4:0|5:2|6:0|7:0|8:0|9:1|10:0|11:0|12:0|13:0|14:0|15:0|16:0	2	1	sledge:3	Dream:3	None	
CE53E7EA936D50D4ABB21C2F753A3D516E137F13FC8E6C680EB1DD9AF7897A46	EpicPro	619	1:176|2:133|3:104|4:69|5:58|6:31|7:24|8:13|9:4|10:5|11:1|12:1|13:0|14:0|15:0|16:0	70	0	rappy:16|ryujin_hoshi:3|fleur:143|aurelia:248|heavymagician:8|hikaru_hoshi:3|ratgod:3|amity:84|carol:1|sevii:49|tasquemanager:46|saicha:3|freyadra:6|vvmods_vee:6	Cerulean:11|Sakura:35|Turquoise:6|Plague:3|Mint:1|Aqua A:14|Cookie:49|Blossom:4|Dawn:84|Handheld:3|CandyFloss:142|Crimson:3|Ketchup:3|Rosewood:248|Tea:1|Taffy:12	None	
B161849D00361498F17D0E8F9CA1C6B01A4746EFA20F67BF5BEEA8D43DA634DA	Anty	21	1:0|2:3|3:2|4:2|5:1|6:5|7:3|8:4|9:0|10:0|11:0|12:1|13:0|14:0|15:0|16:0	10	0	buizel:21	Orange:21	None	
8C71A26B51AC3CA4ECF62AEB9505F2187CC1BF6F332997D712917DBEE51511C0	Mizyn	49	1:3|2:10|3:6|4:9|5:7|6:3|7:4|8:3|9:1|10:1|11:1|12:1|13:0|14:0|15:0|16:0	8	1	flarewf:1|veph:46|bino:1|wonderboy:1	Taffy:45|Sakura:2|Cherry A:1|Skunk:1	None	
0B738160A81FDBBB1FAFEA156769143A3E3F7E1872E6E9A51960344DF060F96E	ShoalFox	32	1:1|2:0|3:6|4:5|5:5|6:5|7:6|8:4|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	9	0	carol:25|rambley:7	Mint:25|Blueberry:7	None	
17AD038B0D54A28FCD7020FD2403B20F7A4376276E78721859E072DFB143C3A8	MegaHedgehog456	1	1:0|2:1|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	riderssonic:1	Sapphire A:1	None	
C1D451AC3858C6D044947D38A05128FD09318195F64BF0BD41202E2962366DD8	-101supertails-	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	None	None	None	
97A1772986E64869E01B464EC3309EE73FEFA538FBC7C93AC894E7F790FAA870	SaturnNimbus	19	1:2|2:0|3:1|4:0|5:0|6:4|7:3|8:5|9:2|10:2|11:0|12:0|13:0|14:0|15:0|16:0	7	1	harry:1|stcsally:1|draco:1|shell:1|feveramitie:1|pinecone:2|jason:1|yatterman-2:1|riderssonic:1|trip:1|holly:1|gunvolt:1|buizel:1|asha:3|pm_mary:2	Aquamarine A:1|Rosewood:2|Mustard:1|Thistle:1|Blossom:1|Emerald:1|Violet:2|Rosy A:1|Green:3|RoughRacer:1|Fever:1|Ketchup:3|PumpkinPie:1	None	
409CF2517C25E8FB4B292802B3B0A00A815628796CF51EE861FEF9DF55782A07	Pan	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	1	None	None	None	
B846ECEB7F4134551EAE9D64787696F5D881BBD42978A4265E37F3314728D573	Cole207	6	1:1|2:0|3:0|4:0|5:0|6:1|7:0|8:2|9:0|10:1|11:1|12:0|13:0|14:0|15:0|16:0	0	0	riva:1|madmewmew:1|bikeshadow:1|gokudrip:1|smwyoshi:2	Plague:1|Daybreak A:2|Algae:1|Bronze:1|Tangerine:1	None	
9F38B0D38FE443F4634F1F212444A06A7AB8BFCAE0A103416B42F8D34A7FD851	sman	46	1:0|2:0|3:5|4:5|5:3|6:2|7:5|8:4|9:9|10:4|11:4|12:1|13:2|14:0|15:2|16:0	18	1	lanolin:46	Red A:25|Black:6|Silver:15	None	
214BEA916C6A227D8E524BE2F4BBCCBF06F077AFB497A9F6DF06D265E3589F91	pyo	6	1:0|2:2|3:1|4:0|5:0|6:0|7:2|8:1|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	jirachi:6	Yellow:6	None	
613E43E20D16FA9EDDC66671DE36F0981E427512F4A99FF78E5E4E5D7866CE2F	ahemtoday	7	1:0|2:1|3:0|4:0|5:1|6:3|7:2|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	gamma:1|maria:6	Aquamarine:2|Black:1|Gold:4	None	
56C61C22BD1A4A2EE2E7572C3184D0309385E4F84D892230496573A81629ED62	ChiefKeith	91	1:13|2:15|3:16|4:15|5:7|6:7|7:7|8:4|9:4|10:1|11:0|12:2|13:0|14:0|15:0|16:0	15	1	chuchu:91	Red:91	None	
665570F95DE5708650D7AFAB33D9E4393601A12F13E426EA57F1FCC7DCD4D1A9	Radical.Dreamer.Okami	7	1:0|2:1|3:1|4:3|5:1|6:1|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	2	0	chuchu:1|bark:6	Swamp:7	None	
7FAF6B8D8FB215C84A9D8DFBFEB34C27C8522C5FB43C5D5D50622F772D66153F	Spagooters	11	1:2|2:1|3:1|4:2|5:2|6:3|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	2	0	heavymagician:11	Yellow:11	None	
03899C64089AFFD22D77DDFF0A8C484FEEAB28045DA926AEC89C3F63AFE8536D	doodle	8	1:0|2:2|3:3|4:2|5:1|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	2	2	lancer:4|metalknuckles:2|zeana:2	Scarlet:8	None	
F18459FE4CEDB0F90987A5851D80BDC69356462FAF7D5EE68D9FCA3E2677865D	MarcusBRAS1L	1	1:0|2:0|3:0|4:1|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	huggert:1	Fuchsia:1	None	
C3E14D92279C4167CF5CD89E67304D94093DEB09A5407A71448CB8FE594E09E7	Saicha	82	1:0|2:5|3:16|4:6|5:8|6:12|7:12|8:7|9:6|10:2|11:1|12:5|13:1|14:1|15:0|16:0	54	1	milla:7|ceroba:17|ratgod:15|saicha:24|barry:4|tasquemanager:14|iclyn:1	Magenta:1|Raspberry:17|Jawz:1|Blossom:4|Dawn:7|Handheld:15|Lilac:9|Orange:24|Red:4	None	
D553EFCF554F707442E3C47F15B814F7FB72C72FC573242BC4A99C3F891669DD	AmyTransGamerGirl	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	None	None	None	
7F9CA7D2C748028BE0B07E0780E2E652B92882643DBF5E2166B5198CD151D285	ThatDorkA	24	1:0|2:2|3:2|4:3|5:2|6:8|7:4|8:3|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	9	1	shadow:2|kasaneteto:11|gokudrip:11	Maroon:13|Raspberry:11	None	
07D1550DCC1475CE8F8A8F2E1EA1D24963CB1AAB1CEF914F602EFF9B29B08F65	ddizxx	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	1	None	None	None	
0799F73F736A1BC0BBC546CA1B315C2958B3D0BECFD44A5B770EE81AD27B6E26	don'tknowwhatyoumean	18	1:7|2:3|3:0|4:4|5:1|6:3|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	1	3	laharl:17|joseph:1	Byzantium:2|Moreno:16	None	
5459821019DF115E76F23C183FE5D7516BE11B3D46F5021BD2C9DEC17A1CA3EF	Nonya	1	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:1|11:0|12:0|13:0|14:0|15:0|16:0	1	2	jewel:1	Mint:1	None	
076D72243F51359AC59CD83732A7D6B23C303D835D4A686E8F6BAB6013C9754A	Onion	4	1:0|2:0|3:1|4:1|5:0|6:0|7:1|8:0|9:0|10:1|11:0|12:0|13:0|14:0|15:0|16:0	0	1	trip:4	Yogurt A:4	None	
8B7EF846F33A1BB9936FBF63A5DF8080D083484A91E5F9EABC45782EA9C7554E	Don Weaso	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	None	None	None	
33B28B39D0A4CD00A3E9749518385C2D140968B97EE6F019472F0C71A7F21C60	Felphyr	23	1:0|2:0|3:3|4:1|5:0|6:4|7:3|8:2|9:0|10:1|11:2|12:7|13:0|14:0|15:0|16:0	1	1	tasquemanager:10|zeana:1|mimic:8|lanolin:4	Noble A:2|Harlequin:7|Artic A:1|Crismon A:11|Humanity:1|Blue A:1	None	
E6EE20E2A851299502AC813BE68C88A782EE6DC58A0EA0A870F3F589D25AA768	ChrisCrossCrunch	0	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	0	0	None	None	None	
C1B21CF0602FC34EF335BFC3AEA09BEEE5843CCBF96D5A3BAA3D7CFC02CBE2CF	Fraude	1	1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:1|9:0|10:0|11:0|12:0|13:0|14:0|15:0|16:0	1	0	unclegrandpa:1	Daybreak A:1	None	
9F18395AF918ED6E9D8460111BDB36A7FBA6E16BF3A554DD0521494A5237A7F2	Ram Friend	132	1:10|2:21|3:19|4:23|5:17|6:18|7:12|8:6|9:4|10:0|11:2|12:0|13:0|14:0|15:0|16:0	9	13	sebastian_skin:132	Jet:121|Purple:11	None	
